ID,Date,Furnace,Difference Phase 1 (Real - Target),Difference Phase 2,Difference Phase 3,Difference Phase 4,Difference Phase 5,Delay Time,Dureza,Dureza PC
490,19/08/24,2,102,-220,33,-119,41,33,1,0
491,19/08/24,1,322,-54,169,53,16,117,1,0
492,19/08/24,1,-22,-175,159,-49,-39,69,1,0
493,19/08/24,2,246,105,-253,-80,-33,28,1,0
494,19/08/24,1,496,383,-108,-71,39,106,1,0
495,19/08/24,2,34,-43,-89,-112,39,4,1,0
496,19/08/24,2,24,-172,-163,-102,-24,76,1,0
497,19/08/24,1,452,66,226,-122,-3,113,1,0
498,19/08/24,1,-91,275,217,-17,-21,11,0,2
499,19/08/24,2,354,168,-19,-71,-49,107,0,2
500,19/08/24,2,555,252,34,-103,33,119,0,2
501,19/08/24,2,94,-224,-147,-62,-25,70,0,2
502,19/08/24,2,44,-150,164,-47,-18,106,0,1
503,19/08/24,2,201,357,209,-59,35,25,0,0
504,19/08/24,2,-110,89,-133,-97,17,105,0,0
505,19/08/24,2,228,140,134,-81,-50,80,0,0
506,19/08/24,2,534,-193,-213,-77,-19,113,0,0
507,19/08/24,2,444,-103,29,-78,-5,47,0,0
508,19/08/24,2,508,135,-12,-128,-39,54,2,1
509,19/08/24,1,224,365,30,-49,39,111,1,0
510,19/08/24,2,-146,198,136,13,30,111,1,0
511,19/08/24,2,-100,120,-85,-123,-3,62,1,0
512,18/08/24,2,60,-114,98,26,-48,12,0,0
513,18/08/24,1,170,-5,-44,3,31,58,0,0
514,18/08/24,2,-133,440,98,-74,-35,68,0,0
515,18/08/24,2,248,-41,-67,-52,-17,65,0,0
516,18/08/24,1,286,-48,-236,-62,-6,48,0,0
517,18/08/24,1,275,327,83,-11,22,72,0,0
518,18/08/24,1,27,47,-120,3,-5,9,1,0
519,18/08/24,1,3,229,-192,27,-27,68,2,0
520,18/08/24,2,499,98,-100,-21,-50,57,2,0
521,18/08/24,2,560,-127,-107,-58,-7,62,2,2
522,18/08/24,2,480,-205,0,-42,41,86,1,2
523,18/08/24,1,220,486,-69,-125,28,7,1,0
524,18/08/24,2,392,19,80,37,-22,38,1,2
525,18/08/24,2,304,153,122,-40,23,66,1,0
526,18/08/24,2,387,-207,-6,36,-42,14,1,2
527,18/08/24,2,40,485,71,-48,43,27,1,2
528,18/08/24,2,124,-230,-86,-10,-37,81,1,2
529,18/08/24,2,27,318,201,-55,-40,24,2,2
530,18/08/24,2,363,18,75,-118,-4,48,1,2
531,18/08/24,2,289,404,-96,-97,12,112,1,2
532,18/08/24,2,177,50,-11,19,-29,53,1,2
533,18/08/24,2,-80,303,159,8,26,56,2,2
534,18/08/24,2,416,370,-63,-29,-39,57,1,2
535,18/08/24,2,444,-54,-34,22,3,57,1,2
536,18/08/24,2,583,-202,134,-112,43,58,1,2
537,18/08/24,1,78,-110,-99,-98,39,12,2,2
538,18/08/24,2,335,318,-25,-124,11,33,1,2
539,18/08/24,1,165,-161,8,31,-5,36,1,2
540,18/08/24,1,543,-92,66,8,21,47,1,2
541,18/08/24,2,-53,456,44,-63,-35,106,1,2
542,18/08/24,2,55,368,-32,-76,-44,22,0,1
543,18/08/24,2,614,468,109,-61,-36,96,0,1
544,18/08/24,1,612,438,161,-129,-45,71,2,1
545,18/08/24,2,-33,-162,-237,-9,-5,112,2,1
546,18/08/24,2,458,425,-189,-45,-50,109,0,1
547,18/08/24,2,320,161,205,51,3,34,0,1
548,18/08/24,2,560,-195,-162,-127,33,13,1,2
549,18/08/24,2,384,468,-107,-70,8,102,1,1
550,18/08/24,2,-138,-192,154,-13,2,65,1,2
551,18/08/24,2,-107,337,-143,40,-19,53,2,1
552,18/08/24,1,376,71,38,-123,-21,52,2,1
553,18/08/24,1,147,244,-201,-128,4,107,2,2
554,18/08/24,1,148,69,-70,-105,13,43,1,1
555,18/08/24,1,167,311,-184,-108,-30,85,1,1
556,18/08/24,2,396,91,-181,23,-46,68,1,1
557,18/08/24,2,177,-193,-174,-1,-2,39,1,2
558,18/08/24,1,187,-5,-191,-85,-47,75,2,2
559,18/08/24,2,90,-94,-155,2,34,93,3,2
560,18/08/24,2,389,159,-88,-88,-34,97,3,2
561,18/08/24,1,426,-4,-113,9,28,15,3,2
562,18/08/24,2,341,-69,41,-85,38,12,1,2
563,18/08/24,2,87,336,-124,-26,-25,47,1,2
564,18/08/24,1,563,-90,-6,-91,13,113,1,2
565,18/08/24,2,123,172,192,30,15,103,1,2
566,18/08/24,1,372,-176,165,-21,22,10,1,2
567,18/08/24,2,-29,26,-193,17,-22,104,1,2
568,18/08/24,2,605,465,82,-71,20,63,1,2
569,18/08/24,1,301,256,12,19,-7,58,1,2
570,18/08/24,1,116,-92,-255,-87,37,40,1,2
571,18/08/24,2,227,64,-110,4,21,114,1,2
572,18/08/24,2,-93,-50,58,-44,44,29,1,2
573,18/08/24,1,605,179,-37,45,-18,53,1,2
574,18/08/24,1,17,172,-38,-117,13,14,1,2
575,18/08/24,2,-144,382,130,-103,-27,113,1,2
576,18/08/24,1,-148,-205,-107,-101,-52,86,1,2
577,18/08/24,1,82,-220,-39,-4,-41,70,1,2
578,18/08/24,1,503,-230,-51,-109,-36,76,1,2
579,18/08/24,2,-88,217,55,-79,-44,119,1,2
580,18/08/24,2,531,441,-145,41,-24,85,1,2
581,18/08/24,2,273,297,-89,-96,-5,70,3,2
582,18/08/24,1,545,46,151,53,-32,118,2,2
583,18/08/24,1,76,-137,-111,-30,-34,27,2,2
584,18/08/24,2,5,-136,-27,-19,-38,119,0,2
585,18/08/24,1,199,197,-158,30,21,51,3,2
586,18/08/24,1,4,38,-27,-111,20,20,3,2
587,18/08/24,1,60,309,-203,-32,34,105,2,2
588,18/08/24,2,216,-187,134,27,5,5,2,1
589,18/08/24,2,381,163,145,-106,-45,86,2,1
590,18/08/24,2,512,189,153,-120,-17,95,2,1
591,18/08/24,1,190,339,8,12,-2,82,2,1
592,18/08/24,1,468,180,98,-64,-22,25,2,1
593,18/08/24,2,538,195,-56,52,-28,100,0,1
594,18/08/24,2,538,97,-16,1,0,37,1,1
595,18/08/24,2,388,375,-246,-124,41,109,0,1
596,18/08/24,1,-43,366,170,-111,-29,71,1,1
597,18/08/24,2,205,384,38,-58,24,57,2,0
598,18/08/24,1,-48,265,-74,44,-13,42,2,0
599,18/08/24,1,458,-220,-166,-27,-20,47,2,0
600,18/08/24,1,327,-163,-205,-18,-26,24,2,0
601,18/08/24,1,-16,412,93,-80,-18,1,2,0
602,18/08/24,1,-60,232,209,-114,-31,106,3,0
603,18/08/24,2,-23,61,-61,-10,-43,106,2,0
604,18/08/24,1,494,344,-69,-65,-1,75,2,0
605,18/08/24,2,490,88,-239,44,-42,37,2,3
606,18/08/24,2,-54,-181,-38,12,13,84,2,3
607,18/08/24,2,-47,395,-213,-21,22,28,2,3
608,18/08/24,1,215,237,200,-128,-33,34,2,3
609,18/08/24,2,-2,-84,-87,34,23,107,2,3
610,18/08/24,1,112,101,35,8,-21,15,2,3
611,18/08/24,1,-38,356,-55,-6,22,70,0,2
612,18/08/24,1,156,441,177,-110,-26,115,0,2
613,18/08/24,1,4,-86,-20,-67,-32,114,0,2
614,18/08/24,1,456,-65,36,-22,43,29,0,2
615,18/08/24,2,343,301,-135,53,-39,27,0,2
616,18/08/24,1,618,433,50,-17,43,90,3,2
617,18/08/24,1,-55,392,177,-85,-34,96,3,2
618,18/08/24,1,483,39,-13,-28,44,92,3,2
619,18/08/24,2,504,2,171,4,-8,104,3,2
620,18/08/24,2,324,456,148,-37,18,16,3,2
621,18/08/24,1,-111,-219,-247,-108,-34,96,3,2
622,18/08/24,1,525,-191,-10,-114,-22,82,3,2
623,18/08/24,1,-60,-221,109,-55,10,97,3,2
624,18/08/24,1,-46,-153,-152,-124,19,4,2,2
625,18/08/24,2,174,10,110,-8,-49,54,2,2
626,18/08/24,2,6,455,-219,-52,27,61,2,2
627,18/08/24,2,0,-67,82,42,2,23,2,2
628,18/08/24,2,458,286,159,-109,-6,2,3,2
629,18/08/24,1,289,-196,-119,54,-9,110,2,2
630,18/08/24,1,322,358,33,-56,-16,18,2,2
631,18/08/24,1,-68,-38,-219,-103,-5,67,0,2
632,18/08/24,2,588,230,35,38,41,34,1,2
633,18/08/24,1,97,61,-95,-27,23,21,1,2
634,18/08/24,2,571,-137,79,16,6,117,1,0
635,18/08/24,1,37,460,-57,-55,-12,91,1,0
636,18/08/24,1,572,277,-139,-3,-35,72,0,0
637,18/08/24,1,3,355,-188,-6,-55,58,0,0
638,18/08/24,2,457,-23,116,-105,17,37,0,2
639,18/08/24,1,-43,202,-76,-125,-9,75,0,0
640,18/08/24,2,-65,442,-62,-31,18,69,0,0
641,18/08/24,2,219,177,80,7,-1,99,0,0
642,18/08/24,2,125,-85,222,-116,-32,114,0,0
643,18/08/24,1,467,-83,166,-73,-30,114,0,0
644,18/08/24,2,462,197,62,-88,-21,17,0,0
645,18/08/24,1,69,425,-75,-83,-26,52,0,0
646,18/08/24,2,149,100,-201,-77,-25,51,0,0
647,18/08/24,2,276,191,-86,53,12,117,0,0
648,18/08/24,2,-30,279,136,34,31,9,0,0
649,18/08/24,1,440,259,19,-97,-20,4,0,0
650,18/08/24,1,80,429,-154,-66,4,53,0,0
651,18/08/24,1,-7,-167,-113,30,-47,27,0,0
652,18/08/24,2,508,401,-15,5,-18,118,0,0
653,18/08/24,2,10,385,-14,23,30,70,0,0
654,18/08/24,1,-28,256,175,30,4,51,0,0
655,18/08/24,2,615,-54,-225,1,-19,89,0,0
656,18/08/24,2,311,166,-192,-79,-29,29,0,0
657,18/08/24,2,124,97,-73,-109,-12,5,0,0
658,18/08/24,1,72,-47,14,52,-16,64,0,0
659,18/08/24,1,389,-211,89,53,34,8,2,0
660,18/08/24,2,-84,-105,37,46,-53,36,2,0
661,18/08/24,2,-112,-166,75,24,-41,10,2,0
662,18/08/24,1,252,-199,-6,-61,30,89,0,0
663,18/08/24,2,-88,369,-19,-2,-6,83,0,0
664,18/08/24,2,461,117,208,-102,-27,84,0,0
665,18/08/24,2,388,227,212,-25,25,100,0,0
666,18/08/24,2,-112,-221,-221,33,-18,94,3,0
667,18/08/24,2,340,234,11,-104,-45,78,3,0
668,18/08/24,1,247,-166,39,42,34,59,3,0
669,18/08/24,1,576,213,-228,-94,20,82,3,0
670,18/08/24,2,239,227,225,-60,-40,76,3,0
671,18/08/24,1,274,49,-37,-46,40,74,3,0
672,18/08/24,1,-138,307,-54,-81,-10,33,3,0
673,18/08/24,1,21,417,-37,-58,-10,31,3,0
674,18/08/24,1,-54,82,80,-119,38,74,3,0
675,18/08/24,1,366,-50,60,-120,33,16,3,0
676,18/08/24,2,521,-126,-38,-60,-20,98,3,0
677,18/08/24,1,-42,101,176,52,-46,112,3,0
678,18/08/24,1,344,-120,-146,49,-9,87,3,0
679,18/08/24,2,160,-118,-6,-19,-48,89,3,0
680,18/08/24,1,345,401,-206,52,-51,114,3,0
681,18/08/24,1,475,-70,-185,-111,-49,54,2,0
682,18/08/24,2,-60,234,-92,31,-51,84,3,0
683,18/08/24,1,234,-175,69,50,31,69,3,0
684,18/08/24,2,1,-115,-203,-108,-18,114,3,0
685,18/08/24,1,124,25,-200,-109,-41,45,3,0
686,18/08/24,2,386,-61,206,-32,-7,39,3,0
687,18/08/24,1,477,339,-187,-59,15,103,2,0
688,18/08/24,1,273,45,-214,1,26,92,3,0
689,18/08/24,1,425,-194,-212,-99,-40,37,3,0
690,18/08/24,1,127,144,120,-98,-9,103,3,0
691,18/08/24,2,-19,-25,207,30,1,104,0,0
692,18/08/24,1,163,20,-180,-92,19,116,2,0
693,18/08/24,1,138,132,168,-70,-34,16,0,0
694,18/08/24,1,29,375,-162,-68,-22,98,1,0
695,18/08/24,2,20,211,-231,28,-22,49,1,0
696,18/08/24,2,-148,81,72,-87,-48,102,1,0
697,18/08/24,2,172,146,-191,-56,-54,97,1,0
698,18/08/24,1,99,-29,-145,-112,32,119,1,2
699,18/08/24,2,572,241,-184,-90,-6,62,1,3
700,18/08/24,2,475,194,61,40,-1,92,1,0
701,18/08/24,1,575,77,-174,-77,-18,74,1,0
702,18/08/24,1,491,486,-223,-4,-28,17,1,3
703,18/08/24,1,609,45,-243,-91,34,68,1,3
704,18/08/24,1,184,-85,132,-84,-4,106,1,3
705,18/08/24,2,80,383,71,-123,1,37,1,3
706,18/08/24,2,174,-213,-5,-71,44,69,2,3
707,18/08/24,2,563,332,151,-28,23,2,2,3
708,18/08/24,1,312,462,-30,22,36,10,2,3
709,18/08/24,2,568,426,212,3,-14,22,3,3
710,18/08/24,2,-31,37,-214,-83,-37,87,2,3
711,18/08/24,1,-27,-99,-111,41,13,4,2,3
712,18/08/24,1,-87,-50,-253,-24,-21,29,2,3
713,18/08/24,2,177,387,-205,-94,10,66,2,3
714,18/08/24,1,492,368,-32,-76,-16,93,2,3
715,18/08/24,1,590,109,-208,17,14,85,2,3
716,18/08/24,2,52,394,-60,54,-10,105,1,3
717,18/08/24,2,-134,69,-127,11,-27,115,1,2
718,18/08/24,2,600,-92,17,21,35,26,1,3
719,18/08/24,2,24,430,175,-85,14,106,1,3
720,18/08/24,1,114,-232,-47,-28,-15,1,1,3
721,18/08/24,2,426,288,88,46,25,34,1,2
722,18/08/24,1,-64,187,-134,-58,18,91,1,3
723,18/08/24,1,333,274,-123,8,27,9,1,1
724,18/08/24,1,53,447,-169,-17,-13,81,1,1
725,18/08/24,1,452,419,-39,-32,39,7,1,3
726,18/08/24,1,191,234,-110,-12,-11,45,0,3
727,18/08/24,2,-91,328,-153,8,-19,114,2,1
728,18/08/24,1,77,278,-7,-70,-16,91,0,1
729,18/08/24,1,244,398,-122,22,-13,77,1,1
730,18/08/24,1,193,-63,159,-121,-52,20,1,2
731,18/08/24,2,396,-230,104,-19,-19,4,2,1
732,18/08/24,2,604,7,-168,-83,15,91,1,1
733,17/08/24,2,311,-102,77,-108,11,116,1,1
734,17/08/24,2,310,221,-18,10,23,57,1,1
735,17/08/24,2,51,300,-106,18,-14,44,1,2
736,17/08/24,1,557,73,-230,-27,-22,27,2,1
737,17/08/24,2,258,345,-157,-80,32,20,1,1
738,17/08/24,2,266,-228,-57,6,40,57,1,1
739,17/08/24,2,149,379,-203,-106,22,14,1,1
740,17/08/24,2,37,-16,-131,40,8,103,1,1
741,17/08/24,1,254,200,2,-113,-1,89,1,1
742,17/08/24,1,506,121,-13,-50,23,36,1,1
743,17/08/24,2,241,82,226,-27,40,29,1,1
744,17/08/24,1,612,173,-205,-25,39,116,1,1
745,17/08/24,1,315,188,-88,50,-19,82,1,1
746,17/08/24,2,81,188,149,-118,7,32,1,1
747,17/08/24,1,424,186,-214,41,30,117,0,1
748,17/08/24,2,286,-6,-151,13,29,106,0,1
749,17/08/24,2,259,210,13,-64,-44,62,1,0
750,17/08/24,1,-122,-9,149,-73,-27,32,1,1
751,17/08/24,2,-60,139,-56,-31,35,37,0,0
752,17/08/24,2,430,247,58,10,29,71,0,0
753,17/08/24,2,339,116,-128,-28,-17,110,1,0
754,17/08/24,2,106,235,-188,-118,-41,23,1,1
755,17/08/24,2,117,97,-32,-50,-2,26,1,1
756,17/08/24,1,68,-32,176,-52,-49,97,1,1
757,17/08/24,1,561,-90,-252,-29,-52,109,1,1
758,17/08/24,1,249,239,78,-16,42,100,1,1
759,17/08/24,2,113,273,-199,53,4,87,1,1
760,17/08/24,1,271,359,204,6,40,108,1,1
761,17/08/24,2,186,464,143,25,-23,113,1,1
762,17/08/24,2,440,-228,-234,-117,-38,46,1,1
763,17/08/24,1,74,457,-162,33,-46,5,1,1
764,17/08/24,1,115,-230,-36,-128,6,19,1,1
765,17/08/24,1,268,-12,-224,-120,-27,14,1,1
766,17/08/24,1,229,350,-74,50,1,28,1,1
767,17/08/24,2,186,76,-177,-37,-28,44,1,1
768,17/08/24,2,273,-223,-209,-52,-15,19,1,1
769,17/08/24,1,50,417,92,-89,44,100,1,1
770,17/08/24,1,-62,456,216,43,29,74,1,1
771,17/08/24,2,-77,-198,-152,-111,36,64,1,2
772,17/08/24,1,-152,-55,27,29,-24,115,1,1
773,17/08/24,2,605,482,-200,-4,33,80,1,1
774,17/08/24,1,537,-157,-34,-9,-2,94,1,2
775,17/08/24,1,503,126,-173,-126,-39,19,1,1
776,17/08/24,2,506,-148,55,50,-24,78,1,1
777,17/08/24,1,-92,-187,1,-16,28,32,2,1
778,17/08/24,1,67,-47,-58,-65,-22,73,3,1
779,17/08/24,2,157,411,223,-50,21,11,2,1
780,17/08/24,2,575,332,-68,-109,-31,104,2,0
781,17/08/24,1,413,380,-22,23,16,18,2,2
782,17/08/24,1,520,324,-227,-48,-45,19,1,0
783,17/08/24,1,45,103,10,-22,21,109,0,0
784,17/08/24,1,431,284,-252,-1,-21,91,0,1
785,17/08/24,2,509,291,209,43,38,35,0,0
786,17/08/24,2,361,-134,-171,27,-10,5,3,0
787,17/08/24,2,449,397,-21,4,42,44,2,1
788,17/08/24,2,-13,-127,-109,-93,43,80,2,1
789,17/08/24,2,591,340,-56,-43,44,113,2,1
790,17/08/24,1,234,326,-70,-74,-19,18,2,1
791,17/08/24,1,83,-61,-211,29,14,83,2,1
792,17/08/24,1,141,136,-175,-51,-32,85,2,1
793,17/08/24,2,160,416,-37,3,-31,40,2,1
794,17/08/24,1,7,263,-208,-24,-38,18,3,1
795,17/08/24,1,53,-233,74,4,42,3,3,1
796,17/08/24,1,-29,73,226,-121,6,39,3,1
797,17/08/24,2,70,260,-127,-87,7,55,0,3
798,17/08/24,1,383,473,-187,-75,-8,45,0,3
799,17/08/24,1,311,79,-118,-25,-21,58,0,3
800,17/08/24,1,490,41,-239,-66,-30,24,2,2
801,17/08/24,2,-137,201,1,50,-7,93,1,2
802,17/08/24,2,257,325,-3,36,-1,81,1,2
803,17/08/24,2,351,417,36,-34,-40,13,1,2
804,17/08/24,2,-4,-82,-178,-31,34,43,1,2
805,17/08/24,1,140,322,-2,43,39,89,1,2
806,17/08/24,2,63,190,100,-102,11,22,1,0
807,17/08/24,2,565,-228,-157,40,10,86,1,0
808,17/08/24,1,604,92,-133,-31,32,34,1,2
809,17/08/24,2,337,-108,166,-44,-38,57,1,2
810,17/08/24,1,124,-198,-155,-34,22,79,1,2
811,17/08/24,1,-144,325,74,-38,-20,43,1,2
812,17/08/24,2,0,274,71,24,-47,101,1,2
813,17/08/24,1,534,-179,-79,-100,1,62,1,2
814,17/08/24,2,546,447,-66,-3,-16,26,3,2
815,17/08/24,1,536,298,171,-100,-13,99,2,2
816,17/08/24,1,-138,229,120,14,-48,86,2,2
817,17/08/24,2,517,273,-72,14,-47,18,2,2
818,17/08/24,2,35,101,-44,-129,-8,76,2,2
819,17/08/24,1,536,-17,151,-51,7,113,2,2
820,17/08/24,2,515,375,-41,-22,2,63,2,2
821,17/08/24,1,461,407,-206,-82,-36,57,2,2
822,17/08/24,1,436,134,227,-98,-21,54,1,2
823,17/08/24,2,-75,126,-50,-68,15,44,1,2
824,17/08/24,2,72,430,-35,-23,9,62,3,3
825,17/08/24,1,182,475,196,-15,3,69,3,3
826,17/08/24,2,598,439,223,-113,-40,53,2,3
827,17/08/24,2,321,-191,172,-9,-13,35,0,3
828,17/08/24,1,484,99,-248,8,44,40,1,2
829,17/08/24,1,422,262,-67,-49,39,100,1,3
830,17/08/24,1,577,56,164,-95,-21,86,1,3
831,17/08/24,1,-129,229,171,-69,-8,51,1,3
832,17/08/24,1,201,172,-32,-92,-38,3,1,2
833,17/08/24,1,55,57,161,-55,-11,9,1,0
834,17/08/24,2,494,-144,39,19,13,83,1,2
835,17/08/24,2,13,240,6,8,-41,76,1,1
836,17/08/24,2,-113,-101,165,29,25,14,1,2
837,17/08/24,2,424,439,-156,-75,37,16,1,1
838,17/08/24,1,-50,78,-8,15,42,98,1,1
839,17/08/24,1,218,186,-33,22,-39,106,2,1
840,17/08/24,2,131,488,184,16,-38,38,2,1
841,17/08/24,2,170,-67,-36,-101,-44,114,2,1
842,17/08/24,1,-77,61,-124,-113,-54,33,2,1
843,17/08/24,2,74,56,-232,-128,11,118,1,1
844,17/08/24,2,463,324,-246,54,-44,60,1,1
845,17/08/24,1,-151,-207,-57,-21,35,92,1,1
846,17/08/24,1,329,225,137,-60,2,29,1,1
847,17/08/24,2,5,359,-233,52,6,92,1,1
848,17/08/24,1,280,130,229,-113,23,38,1,1
849,17/08/24,2,56,398,-178,-72,35,21,1,1
850,17/08/24,1,-102,388,100,-11,5,88,1,2
851,17/08/24,1,263,340,-66,35,-46,67,1,2
852,17/08/24,1,106,76,68,13,43,103,1,2
853,17/08/24,2,298,-170,3,-89,-45,87,1,2
854,17/08/24,1,-114,-144,162,-40,18,9,1,2
855,17/08/24,2,302,3,47,5,4,35,1,1
856,17/08/24,1,391,-136,146,16,-14,57,1,3
857,17/08/24,1,-127,305,122,-116,-30,12,1,2
858,17/08/24,1,489,331,82,-51,30,44,1,3
859,17/08/24,2,-138,146,-54,-8,11,38,1,2
860,17/08/24,2,218,238,-23,25,18,97,1,3
861,17/08/24,2,-147,459,131,-123,-34,85,1,3
862,17/08/24,2,-137,-166,-223,47,-41,6,1,3
863,17/08/24,1,151,159,-244,40,-25,77,1,2
864,17/08/24,2,-72,39,-230,19,42,77,1,2
865,17/08/24,1,-49,-232,-21,-22,42,98,1,2
866,17/08/24,2,-86,-70,209,-113,14,46,1,2
867,17/08/24,1,548,326,-204,-99,19,32,1,3
868,17/08/24,2,234,107,132,-89,-36,117,1,3
869,17/08/24,2,560,-97,-81,-29,-4,103,1,2
870,17/08/24,1,153,-105,-62,-126,-27,53,1,1
871,17/08/24,2,-17,-167,78,-120,-47,12,1,2
872,17/08/24,2,432,413,132,42,12,103,1,2
873,17/08/24,2,614,97,181,-68,-54,48,1,2
874,17/08/24,2,207,-9,-253,15,27,92,1,2
875,17/08/24,1,62,-211,-136,-34,22,115,1,2
876,17/08/24,1,-59,408,-13,-31,-39,50,1,2
877,17/08/24,2,245,0,-202,-108,35,46,2,2
878,17/08/24,1,-37,-65,-217,-103,20,106,2,2
879,17/08/24,2,263,-43,167,-105,7,88,2,2
880,17/08/24,2,-99,378,-171,5,-3,81,2,2
881,17/08/24,2,487,-68,214,34,-55,79,2,2
882,17/08/24,1,397,330,-13,45,-30,69,2,1
883,17/08/24,1,204,-63,-94,-65,36,23,2,2
884,17/08/24,2,584,385,-186,-32,29,115,2,1
885,17/08/24,2,-94,126,-8,22,28,1,2,2
886,17/08/24,2,111,310,124,-34,-34,117,2,1
887,17/08/24,2,117,418,-179,14,38,43,1,2
888,17/08/24,1,51,-1,-73,-6,30,45,1,1
889,17/08/24,1,-32,298,8,-42,-25,76,1,1
890,17/08/24,2,269,474,177,-118,4,69,2,1
891,17/08/24,1,0,473,-136,-122,-40,41,2,1
892,17/08/24,2,-79,391,-110,-83,-28,100,0,2
893,17/08/24,2,102,-125,141,-98,35,49,2,1
894,17/08/24,1,95,262,114,27,-41,22,0,1
895,17/08/24,2,-152,260,-59,-111,-2,23,3,1
896,17/08/24,2,186,143,-148,-26,-51,78,3,1
897,17/08/24,2,219,427,217,-103,25,26,0,1
898,17/08/24,1,155,480,115,-20,-49,13,0,2
899,17/08/24,2,542,316,177,-17,11,113,0,2
900,17/08/24,1,470,2,150,-19,-38,26,2,2
901,17/08/24,2,-93,263,120,-24,36,52,2,2
902,17/08/24,1,478,134,-177,-111,-24,56,1,2
903,17/08/24,2,61,80,35,-128,-38,2,3,2
904,17/08/24,2,42,206,159,-6,31,36,3,2
905,17/08/24,2,458,43,-191,41,44,95,2,2
906,17/08/24,1,47,232,-244,-8,24,99,2,2
907,17/08/24,1,-65,368,167,-108,-26,20,2,2
908,17/08/24,1,363,-4,-215,-63,-20,1,2,2
909,17/08/24,1,-8,-77,-25,-127,-55,27,2,2
910,17/08/24,2,-28,-20,154,22,13,39,1,2
911,17/08/24,2,530,-163,-54,-73,28,57,1,2
912,17/08/24,2,603,390,-24,-98,-48,12,1,2
913,17/08/24,1,577,187,-31,-68,40,99,1,2
914,17/08/24,1,-145,-79,132,-93,-24,106,1,2
915,17/08/24,1,134,-118,-148,-64,-5,27,1,2
916,17/08/24,2,411,95,62,-18,-35,114,1,2
917,17/08/24,1,291,425,-174,-74,7,48,1,2
918,17/08/24,2,463,410,202,-33,-38,96,1,2
919,17/08/24,2,346,84,114,-61,-5,114,1,2
920,17/08/24,2,-84,220,-12,54,-36,114,1,2
921,17/08/24,1,-112,53,-7,12,-31,86,1,2
922,17/08/24,2,502,133,-116,43,36,10,1,2
923,17/08/24,2,117,-63,-235,-69,-53,32,1,0
924,17/08/24,1,-139,-233,19,24,-18,31,1,1
925,17/08/24,2,-65,-75,134,-34,41,69,1,3
926,17/08/24,1,71,135,96,-6,-47,58,1,3
927,17/08/24,1,390,260,11,-28,22,91,2,3
928,17/08/24,1,596,453,204,18,-12,119,2,3
929,17/08/24,2,329,286,228,37,-30,58,2,0
930,17/08/24,1,308,74,-124,-50,28,52,2,0
931,17/08/24,2,610,133,73,-9,-47,90,2,0
932,17/08/24,2,57,380,16,-100,-16,33,2,0
933,17/08/24,1,-112,90,-35,40,-33,97,2,0
934,17/08/24,2,139,86,-185,33,-43,100,1,0
935,17/08/24,1,-106,329,165,-25,-36,47,1,0
936,17/08/24,2,32,-191,-159,-62,-18,37,1,0
937,17/08/24,2,143,290,-245,-12,-20,52,2,0
938,17/08/24,2,21,392,33,9,34,26,3,2
939,17/08/24,2,252,-93,174,-49,-53,31,1,2
940,17/08/24,2,607,422,182,-78,-31,65,1,0
941,17/08/24,2,509,52,-76,-35,27,30,1,0
942,17/08/24,1,248,161,228,27,27,56,1,2
943,17/08/24,1,3,424,-47,-97,43,50,1,0
944,17/08/24,2,609,-47,-8,46,31,9,1,0
945,17/08/24,1,109,334,-10,18,43,5,1,3
946,17/08/24,2,13,-218,-55,-30,17,96,1,0
947,17/08/24,1,585,0,197,15,19,43,1,3
948,17/08/24,1,-13,286,-63,6,-35,15,1,3
949,17/08/24,2,246,180,-25,-89,9,79,1,2
950,17/08/24,1,239,457,145,-69,-40,17,1,2
951,17/08/24,2,117,-184,-42,-6,-36,36,1,2
952,17/08/24,1,584,5,-96,3,-50,106,1,2
953,17/08/24,2,272,464,-128,-118,-47,67,1,2
954,17/08/24,1,552,-36,132,-52,39,45,1,2
955,17/08/24,1,488,65,-230,-5,21,79,1,2
956,17/08/24,1,-62,337,-98,37,-48,54,1,2
957,17/08/24,1,-24,-46,-133,52,-33,29,1,2
958,17/08/24,1,-21,111,151,-75,23,78,1,2
959,17/08/24,2,347,314,-149,3,9,24,1,1
960,17/08/24,2,250,304,49,9,33,5,1,1
961,17/08/24,1,272,-56,-32,8,9,41,2,1
962,17/08/24,1,61,-142,143,46,13,40,2,1
963,17/08/24,2,130,479,-247,-54,44,92,2,1
964,17/08/24,2,82,409,30,-124,34,118,2,1
965,17/08/24,1,118,427,92,-20,27,50,1,1
966,17/08/24,2,531,264,-153,-77,-24,3,1,1
967,17/08/24,1,-28,182,30,-94,-20,92,1,1
968,17/08/24,2,107,321,77,-106,38,102,1,2
969,17/08/24,2,482,463,-35,-95,27,47,1,2
970,17/08/24,1,-33,313,-181,-104,-53,41,1,2
971,17/08/24,1,280,125,-145,-31,35,83,1,2
972,17/08/24,1,216,238,101,-27,39,8,1,2
973,17/08/24,2,15,91,204,41,21,103,1,1
974,17/08/24,2,289,208,44,-77,-36,7,1,2
975,17/08/24,1,445,337,125,1,-44,99,1,3
976,17/08/24,1,227,-116,-159,-105,-46,10,1,3
977,17/08/24,1,95,147,-10,-3,27,116,3,3
978,17/08/24,1,428,437,-246,-117,29,59,3,2
979,17/08/24,2,248,-150,30,-126,8,44,3,3
980,17/08/24,1,-118,133,-212,-129,-26,101,3,2
